lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
67,0,75.77499638976582,8,10,3,0,1,0,0,0
13,1,130.24903808947982,3,1,4,4,0,0,0,0
163,0,100.35452446949235,7,5,3,2,1,0,0,0
159,0,94.5,8,3,4,1,0,3,0,0
15,0,99.43133253728838,3,3,4,1,1,1,0,0
73,1,140.4,5,2,4,1,0,0,3,0
86,0,61.43390796370306,9,29,4,0,2,2,0,0
150,0,105.3,7,16,4,1,0,0,0,0
26,0,85.14410598422405,9,9,3,1,2,0,0,0
37,0,67.5,2,14,4,0,0,0,0,0
51,0,117.73968734554377,4,27,4,2,1,0,1,0
88,0,117.53723771112575,8,10,4,1,1,1,0,0
167,1,116.78899566985575,5,18,4,1,1,0,0,0
76,0,146.071606091855,9,6,4,1,2,0,3,0
191,1,131.8440569523373,7,6,4,2,1,0,0,0
156,1,120.43159545849997,7,5,4,4,0,0,3,0
104,0,69.99509816415468,9,4,4,1,1,0,0,0
122,0,79.2,11,14,4,2,0,3,0,0
215,0,67.26,11,30,4,4,0,0,1,0
34,0,150.2305270599855,8,10,4,1,0,0,3,0
125,0,75.4104960116864,7,8,4,2,1,0,0,0
4,0,152.94803066677974,6,7,4,2,0,0,1,0
180,1,120.0,10,10,3,1,0,0,0,0
172,1,225.05139662466627,8,15,3,1,0,0,1,0
24,0,78.07474590363631,7,19,4,2,1,0,0,0
100,0,142.94495896287498,7,21,4,3,0,0,3,0
185,1,112.4783984646479,8,2,4,5,2,0,2,0
131,0,94.5,7,15,3,0,1,1,0,0
177,1,127.91854198350168,8,21,4,2,1,0,0,0
217,0,80.71180204523407,8,12,4,1,1,2,0,0
44,0,96.08865890202934,6,18,4,1,1,0,2,0
258,0,88.69569887445446,10,5,4,4,0,0,0,0
347,0,120.30510552313868,9,7,3,3,0,0,0,0
275,0,95.03105816658483,9,22,3,2,0,0,0,0
290,0,67.63491267069621,12,23,4,5,2,1,0,0
144,0,128.6613063949871,7,12,4,5,0,0,1,0
227,0,69.84638209821057,10,28,4,3,2,0,0,0
109,1,119.53448851631592,10,16,4,3,2,0,3,0
63,0,137.79123070756026,6,25,4,2,0,0,3,0
78,0,80.02927817338644,3,30,4,3,1,1,0,0
26,1,118.62653401180526,9,9,4,0,2,2,0,0
86,0,111.88137439021766,5,15,4,3,1,3,0,0
15,0,66.30406266768956,10,15,2,1,0,0,0,0
83,0,106.36707416280578,7,3,4,2,2,1,0,0
265,1,112.99518152874296,6,24,3,2,0,1,0,0
68,1,89.0406458190212,9,10,4,1,1,0,0,0
255,0,90.95,8,30,4,3,0,0,0,0
68,0,159.3,8,29,4,2,1,0,3,0
9,0,109.0,3,26,4,2,1,3,0,0
35,0,97.8622169671326,5,22,3,0,2,3,0,0
2,0,79.46617115130191,2,12,4,1,0,2,0,0
237,0,86.64347380368177,8,4,4,2,0,0,0,0
65,0,149.4,9,8,4,2,0,0,3,0
157,0,104.1525021547185,7,20,4,1,1,1,0,0
164,1,106.27193895041344,7,5,4,2,0,0,0,0
301,0,52.0,11,18,3,2,0,0,0,0
195,0,98.29780174910266,8,3,4,1,0,2,0,0
82,1,89.57198885564135,3,26,4,1,2,0,0,0
113,0,77.72778278069518,11,13,2,4,2,0,0,0
29,0,127.76767706534552,3,22,4,1,0,1,0,0
111,0,85.0,12,5,4,3,0,0,0,0
50,0,125.23008907622042,7,18,4,1,0,2,0,0
1,0,66.08254636175292,10,17,2,1,0,0,0,0
94,0,184.69791680884586,6,24,4,3,0,0,5,0
53,1,107.78248955516389,8,27,4,1,1,0,0,0
153,0,90.49839671144785,9,20,3,3,0,1,0,0
257,0,73.21062363390968,11,15,4,5,2,0,0,0
30,0,82.18886225719271,3,9,4,1,0,0,0,0
41,0,142.06667296219914,5,28,4,2,1,0,3,0
14,0,62.0575638438769,3,11,3,2,1,3,0,0
9,1,127.58706170893619,10,5,4,0,0,0,0,0
92,0,109.45293009908316,7,3,4,4,1,0,0,0
16,0,180.13096558124818,6,16,4,2,1,0,2,0
87,0,141.42320249117682,6,26,4,3,1,0,0,0
98,0,96.90075070978835,9,29,3,2,0,0,0,0
36,1,158.02019052968154,10,6,4,3,1,1,1,0
50,0,76.65231400724382,3,28,3,0,1,2,0,0
19,0,234.55036198660838,9,18,4,4,1,0,5,0
224,0,72.61964304601888,8,22,4,4,2,0,0,0
153,0,115.39901093660012,6,4,4,0,2,0,0,0
17,1,93.9029525993644,4,22,4,0,0,0,0,0
4,0,81.80955206342877,8,20,3,2,1,0,0,0
175,0,150.09593770142797,8,1,4,3,1,0,2,0
196,0,108.04147928083,8,9,4,4,0,0,0,0
23,0,107.26301222129692,9,26,4,1,0,3,0,0
206,0,113.20486953372799,8,16,4,1,0,0,0,0
86,0,60.3199475304366,6,10,4,6,2,0,0,0
33,0,71.14269075138569,10,17,2,2,1,0,0,0
167,0,120.96245809736436,5,21,4,2,0,0,1,0
35,0,80.81190366665886,7,26,3,0,1,0,0,0
84,0,118.8,7,13,4,3,0,0,3,0
65,0,133.13696889537255,5,8,4,3,0,0,3,0
23,0,153.50408491999687,9,24,4,2,2,0,2,0
16,0,132.241865109027,3,4,4,3,0,0,3,0
153,1,126.9,9,2,4,2,1,0,0,0
228,0,69.2157663366399,12,26,4,5,2,1,0,0
209,0,109.66,8,13,4,5,2,0,3,0
86,0,98.49573453259495,7,9,3,2,0,0,0,0
66,0,75.0,10,9,3,2,1,0,0,0
44,0,107.79247165247344,4,18,4,2,1,0,1,0
180,0,249.2879180947488,9,11,4,1,0,0,3,0
138,0,68.0,10,14,3,4,2,0,0,0
195,0,147.58975988280818,8,22,4,4,1,0,2,0
152,1,76.57648763090955,5,2,4,3,1,0,0,0
149,0,80.3250958496117,9,29,4,0,2,1,0,0
37,0,117.49308503188261,6,19,4,1,0,0,0,0
147,0,98.61702521044295,7,11,4,1,1,3,0,0
136,0,121.94415826439455,8,18,4,1,0,0,1,0
183,1,128.330337267558,9,17,4,3,0,0,2,0
1,0,209.89415848412526,7,17,4,2,0,0,3,0
2,0,110.0,6,16,0,1,0,0,3,0
33,0,139.66118779769047,3,24,4,2,0,0,3,0
53,0,120.04773207889394,6,2,4,4,1,0,0,0
55,0,93.94442581167333,12,7,4,3,0,0,0,0
11,1,76.3083504660332,11,26,4,2,2,3,0,0
42,0,63.479350008347296,2,21,3,2,0,0,0,0
28,0,68.84210397472737,10,4,3,3,2,0,0,0
47,0,74.8,11,19,4,5,2,3,0,0
64,0,135.2282812127122,9,6,4,3,0,0,3,0
193,0,86.7023857507425,7,15,4,1,0,0,1,0
10,0,107.13634127494993,3,11,4,2,0,0,3,0
123,1,138.30895560555123,7,21,4,6,1,0,3,0
85,0,52.91070472933037,5,9,4,1,0,0,0,0
12,0,98.01482837401174,5,30,4,2,1,0,0,0
214,1,96.3,8,9,4,2,0,0,0,0
32,0,216.16044730398488,8,16,4,2,0,0,5,0
11,0,128.46182311093872,5,16,4,1,1,1,0,0
151,0,100.73003184780198,7,5,4,2,0,2,0,0
48,0,137.8284746198745,4,11,4,2,0,0,3,0
23,0,78.01111948699713,11,11,3,3,2,1,1,0
30,0,86.80844721413108,11,2,4,1,0,3,0,0
92,0,105.3,7,13,4,2,0,0,0,0
166,0,109.01629701647425,10,1,4,2,1,0,0,0
98,0,135.59832698272223,6,18,4,2,0,0,0,0
123,0,97.2014697430134,4,29,4,2,0,0,0,0
28,0,132.15940424755547,7,14,4,1,1,2,0,0
166,0,105.47439399155954,7,6,4,1,0,0,0,0
15,0,63.21574589023407,2,4,4,6,2,3,0,0
29,0,95.64131213806418,4,14,4,2,0,3,0,0
42,0,88.17361506919661,3,21,4,2,0,3,0,0
34,0,81.0,7,22,3,0,1,0,0,0
224,1,102.85,10,2,4,3,1,0,0,0
38,0,111.83,8,28,4,2,1,0,0,0
32,1,182.3841550566606,9,2,4,2,2,0,5,0
150,0,66.94929407074304,7,10,3,2,1,1,0,0
57,0,116.1,5,12,4,2,0,3,0,0
286,0,90.0,10,16,3,0,1,0,0,0
64,0,198.9,5,13,4,1,1,0,5,0
38,0,68.97659618001688,2,11,4,2,1,3,0,0
98,0,91.86110946802438,5,25,4,1,1,2,0,0
62,0,142.32420810028535,5,7,4,1,0,0,0,0
12,1,127.0,2,23,4,1,0,0,3,0
111,0,120.0,10,10,3,0,1,0,3,0
68,0,122.45710890668506,6,15,4,4,2,0,2,0
4,0,110.94623241511549,3,28,4,3,1,1,0,0
47,0,74.8,11,22,4,4,2,3,0,0
37,0,131.4,5,4,4,1,0,0,3,0
155,0,150.818637238152,9,6,4,3,0,0,2,0
64,0,70.69073756766613,2,16,4,3,0,1,0,0
62,0,95.31081412300725,9,4,4,2,1,0,0,0
95,0,133.92108658702375,8,26,4,2,1,0,1,0
195,0,102.85,9,3,4,5,3,2,0,0
76,0,123.108885621054,8,10,4,3,0,0,0,0
11,0,112.37799923321403,5,30,4,1,0,0,2,0
36,0,122.99979960778727,11,15,4,5,1,0,0,0
179,0,84.65208421429122,8,26,4,2,0,2,0,0
12,0,145.0,7,9,4,1,1,0,0,0
101,0,102.20840931871913,10,25,4,2,1,0,0,0
128,0,118.8,9,8,4,3,0,2,0,0
23,0,77.65243968950183,2,12,4,1,1,2,0,0
163,1,118.8,8,21,4,2,0,0,1,0
3,0,80.0,3,24,2,1,0,0,0,0
33,0,150.3,4,30,4,3,0,0,1,0
30,0,105.13560092711099,8,28,4,0,1,0,0,0
50,0,106.37500363251185,8,9,4,1,0,3,0,0
23,0,78.42003217979686,5,19,4,2,2,1,0,0
178,0,141.1129918146704,9,6,4,1,0,0,3,0
45,0,67.5,3,7,4,1,0,3,0,0
11,0,138.01478818768993,7,8,4,0,0,3,0,0
135,0,118.73167275408353,6,9,4,4,1,0,0,0
21,0,79.0,2,12,4,2,0,3,0,0
156,0,101.5972623221111,6,10,4,3,0,0,0,0
57,1,137.08172281923143,9,16,4,1,0,0,3,0
89,0,76.5,6,27,4,1,1,0,0,0
116,0,123.55975149197795,10,16,3,1,0,0,1,0
176,0,120.3726756916667,9,2,4,3,2,0,0,0
108,0,83.38506149741792,4,17,4,3,1,0,0,0
169,0,248.9866554225094,9,10,4,1,0,0,4,0
183,0,129.1208348390739,9,18,4,4,0,0,0,0
8,0,95.32885858007089,4,11,4,0,1,0,0,0
203,0,87.94540996125924,7,17,4,2,0,0,0,0
282,0,104.9398326441167,10,3,3,3,1,0,1,0
2,0,79.39335283874776,2,15,3,0,0,1,0,0
64,0,177.3,4,13,4,2,0,0,5,0
89,0,112.00762128254522,6,25,4,3,3,0,0,0
45,1,102.94204088766521,4,18,4,2,0,0,1,0
143,0,114.3,7,11,4,1,0,0,0,0
217,1,74.66091318153597,8,8,4,1,0,0,0,0
4,0,127.60373506943068,2,11,4,3,1,0,1,0
188,1,87.49476525406267,6,7,4,2,0,0,1,0
177,1,127.70415471192953,8,21,4,2,1,0,0,0
160,0,137.7867330726414,7,8,4,4,1,0,3,0
59,0,136.155928004498,9,17,4,1,1,0,0,0
26,0,99.38016866464925,11,11,4,1,0,2,0,0
11,0,102.38442896312958,9,20,3,0,0,0,0,0
26,0,90.65478177419546,2,18,4,1,0,0,0,0
117,0,143.10947576008653,8,19,4,3,0,0,3,0
209,0,128.60219867541124,7,7,3,3,0,0,0,0
179,0,85.5,7,19,4,0,0,3,0,0
174,0,160.90232459822855,9,23,4,3,1,0,3,0
69,0,96.62860672464383,9,4,4,3,1,0,0,0
220,1,96.4234943180535,9,2,4,2,0,0,0,0
112,0,103.93389735717102,7,1,3,1,0,0,0,0
181,1,98.40567996686832,9,10,4,1,0,2,0,0
198,0,90.0,9,9,3,2,1,0,0,0
27,0,103.36147068960733,12,18,4,2,1,0,0,0
21,0,130.9418977254579,9,26,4,3,1,0,2,0
59,0,116.1,5,17,4,2,0,3,0,0
154,1,143.71093886095886,8,8,4,1,0,0,0,0
43,0,147.94443912193077,8,26,4,1,1,0,3,0
21,0,84.30357264998041,10,25,4,3,0,3,0,0
50,0,91.59657388628013,5,21,4,2,0,3,0,0
7,0,131.42817404537004,8,2,4,1,0,2,0,0
152,1,147.62600266041528,8,6,4,2,1,0,0,0
34,0,213.81142988013022,8,17,4,2,0,0,5,0
216,0,168.25913285301232,8,6,4,5,2,0,4,0
278,0,103.24307619103091,7,16,3,1,1,0,0,0
192,0,99.97143282604935,7,23,4,3,2,0,2,0
190,0,129.5268980165322,8,21,4,5,2,0,0,0
91,0,95.51540947540475,4,6,4,3,0,0,2,0
112,0,105.61135176571932,7,18,4,2,1,0,0,0
163,0,115.0,10,15,4,0,1,0,0,0
260,0,69.46327501381073,9,26,4,4,1,0,0,0
115,0,72.25,11,24,3,3,0,0,0,0
72,0,117.50749021129958,10,18,4,2,0,2,0,0
178,2,130.54192692234255,7,22,4,3,1,0,0,0
158,0,71.0433854776995,7,3,4,2,1,0,0,0
202,1,114.21739924029386,8,17,4,1,0,0,3,0
162,0,25.09304867332268,4,23,4,4,0,0,0,0
104,0,118.36770110648969,4,20,3,2,1,0,0,0
142,0,151.15794770931188,9,6,4,3,0,0,3,0
32,1,123.99901069168952,10,4,4,1,0,0,0,0
237,0,88.69457993426394,8,14,4,2,0,0,0,0
112,0,78.98985049655914,4,9,4,4,2,0,0,0
83,1,119.30154879559744,9,5,4,1,0,0,0,0
123,0,199.77458261469445,8,22,4,1,1,0,4,0
49,0,152.1,8,15,4,2,0,0,0,0
68,0,76.96544486847105,2,12,4,1,1,0,0,0
9,0,116.18270801489679,9,7,3,3,0,0,0,0
61,0,118.98149636334311,4,22,4,2,1,0,2,0
85,0,104.4,10,25,4,4,0,0,3,0
166,0,99.540509498792,6,22,4,4,2,0,0,0
28,0,98.42475630131877,11,13,4,2,0,1,1,0
192,0,119.37486304829316,6,21,3,2,1,0,0,0
218,1,64.98679201556598,11,9,4,2,1,2,0,0
52,0,117.0701641804801,4,29,4,1,0,2,0,0
80,0,168.3,9,8,4,1,0,0,3,0
208,0,96.3,10,21,4,3,1,0,0,0
103,1,81.96636085236017,4,2,3,3,1,0,0,0
245,1,117.10794366370251,7,28,4,2,1,0,0,0
23,0,78.92526464165697,2,20,4,1,2,2,0,0
81,0,95.57458625063833,3,25,4,2,2,0,3,0
152,0,98.79509528851999,8,23,4,4,2,0,0,0
162,1,118.5636475547803,6,26,4,0,0,0,3,0
103,0,84.33051752493792,9,27,3,1,0,3,0,0
59,1,152.2982864362923,6,4,4,1,0,0,3,0
65,0,136.14129910081977,9,6,4,3,0,0,1,0
36,0,152.9001007756217,11,15,4,2,0,0,3,0
8,0,112.4839321174259,2,28,4,1,1,0,2,0
12,1,108.8272451564711,9,11,3,12,4,0,0,0
86,0,120.48721225965883,10,22,4,2,2,0,3,0
41,0,175.18513567242042,6,23,4,2,0,0,4,0
59,0,51.496722929458926,9,21,3,1,1,0,0,0
54,0,88.73093494592946,3,17,4,2,1,1,0,0
92,0,67.12380262663162,8,5,4,6,0,0,0,0
13,0,58.70473835111404,2,6,3,3,1,3,0,0
248,0,74.10724214593097,12,26,4,5,1,0,0,0
40,0,99.99618429818459,6,26,4,1,2,0,0,0
35,0,153.00222675110643,11,14,4,2,0,0,3,0
9,0,96.23080150941848,3,12,4,0,1,1,0,0
99,0,71.93954242862694,7,22,3,3,1,0,0,0
50,0,112.2,4,10,4,2,2,0,3,0
226,1,119.18914128422686,8,15,4,3,0,0,0,0
111,0,76.5,7,6,4,1,1,0,0,0
12,0,79.0,2,9,4,1,0,3,0,0
97,0,76.02748037657146,10,26,4,2,1,3,0,0
18,1,89.20071475733816,8,30,4,3,1,0,0,0
162,0,94.84418760101404,7,21,4,2,0,3,0,0
15,0,111.07029842972874,3,3,4,3,1,0,3,0
98,0,137.75403165379768,5,1,4,1,1,0,0,0
33,0,109.73327943841142,8,28,4,1,1,2,0,0
21,0,153.65429290596268,8,15,4,2,1,0,0,0
81,0,119.11383631089096,10,2,4,1,1,0,2,0
49,0,84.0144920235429,2,21,3,4,2,0,2,0
39,0,138.75979561995476,4,22,4,3,1,0,3,0
283,0,90.76833135363376,10,16,4,1,0,0,1,0
59,0,99.4735610837904,4,26,4,4,0,3,0,0
160,0,73.33780644607202,7,26,4,3,2,0,0,0
98,1,77.61978666683099,8,3,4,1,0,1,0,0
24,0,129.0,10,3,4,1,0,3,0,0
218,1,106.50872233156319,9,6,3,1,0,0,0,0
79,0,75.97997680510686,4,2,4,1,1,3,0,0
78,0,87.06448374957212,4,1,4,1,1,0,0,0
107,0,138.4456332377917,8,24,4,0,1,0,3,0
45,0,80.48954232485944,11,22,4,1,0,3,0,0
68,0,85.5,3,18,4,0,1,3,0,0
29,0,72.53671450416367,2,2,3,3,0,2,0,0
175,0,120.28475462072528,9,2,4,3,2,0,0,0
215,0,115.60680891418555,9,28,4,3,0,0,0,0
50,0,138.9593077287019,6,18,4,2,1,0,3,0
82,0,204.3617207520183,7,29,4,5,0,0,5,0
52,0,115.63633862500316,7,9,4,1,1,0,2,0
245,0,73.95,11,25,4,3,1,0,0,0
214,0,96.3,7,10,4,2,0,0,0,0
93,0,90.87426425760003,10,27,4,2,0,0,0,0
61,0,74.8,11,16,4,3,1,3,0,0
134,1,138.1282080293932,10,27,4,3,1,0,3,0
156,0,131.47130488378494,9,1,4,3,1,0,1,0
225,1,114.52499089531356,10,5,4,4,1,0,1,0
157,0,85.32349762451408,9,25,4,1,0,1,0,0
104,0,118.58821328881227,5,24,4,5,2,0,0,0
45,0,70.20458322097588,3,10,4,1,0,3,0,0
158,0,126.15363122356715,7,2,4,3,1,0,0,0
348,0,90.0,9,5,3,4,0,0,0,0
161,0,121.5,7,25,4,1,0,0,0,0
191,0,131.59369814075697,6,3,4,2,1,0,0,0
27,0,139.79442581057572,6,28,4,1,0,0,1,0
50,0,150.5780260321587,6,28,4,2,0,0,3,0
72,1,115.45772790365835,9,14,2,2,0,3,0,0
27,0,107.42750734735672,5,16,4,2,0,0,3,0
87,0,88.61691243748545,2,13,4,2,0,0,0,0
136,1,105.66275237328347,4,29,4,2,1,0,0,0
0,0,204.1871646566826,9,25,2,1,0,0,3,0
244,0,75.02555624303515,6,17,3,2,0,0,0,0
38,0,125.31393464125722,8,17,4,0,1,2,0,0
153,0,100.77114655576882,8,23,4,2,0,0,0,0
320,0,115.0,8,18,3,2,0,1,0,0
153,1,139.96513947490212,8,3,4,3,0,0,0,0
209,0,76.11638474076992,8,23,4,2,0,0,0,0
162,0,96.89530156896399,7,27,4,1,0,0,0,0
66,0,155.4345612403555,5,3,4,1,1,0,3,0
250,1,100.30336230573432,8,8,4,2,1,0,0,0
304,0,100.29403971004,7,15,3,2,1,0,0,0
73,0,169.62815504940397,5,8,4,3,2,0,4,0
15,0,102.53840056687669,3,12,4,0,2,0,0,0
115,1,204.47300758118018,8,11,4,1,0,0,4,0
232,0,91.15371793096114,8,29,4,5,1,0,0,0
8,1,79.3676580460591,6,24,4,1,0,1,0,0
177,0,76.5,7,3,4,2,0,0,0,0
83,0,118.93398117019434,8,11,4,3,0,0,3,0
13,0,145.0,8,8,4,1,0,0,0,0
54,0,132.64065841591844,5,12,4,2,1,0,2,0
94,0,131.45016197385127,8,25,4,2,0,0,3,0
118,1,53.62138320184519,9,26,4,4,0,1,0,0
79,0,96.57616920936009,3,3,4,4,0,0,3,0
259,0,84.45691255491622,10,3,3,3,0,0,0,0
180,0,88.51321610197105,8,27,4,1,1,0,0,0
11,0,187.0,7,10,4,1,0,0,3,0
218,0,158.95,8,8,4,4,1,0,5,0
190,1,101.17886054324855,5,4,4,2,2,0,2,0
277,1,96.3,10,20,4,1,0,0,0,0
103,1,135.03887912338402,8,15,4,1,2,0,0,0
0,0,98.2001707628628,3,16,3,0,1,0,0,0
88,0,67.7594604657078,6,7,4,4,1,0,0,0
113,0,245.7362474649978,7,8,4,2,1,1,5,0
77,0,107.11356885908634,7,3,4,1,1,2,0,0
49,0,160.32991777805114,8,7,4,1,1,1,1,0
116,0,72.049371570413,3,27,3,1,1,0,0,0
45,0,107.1,6,28,4,2,0,3,0,0
235,0,118.56680771262874,9,28,4,3,0,0,0,0
55,0,193.44157780886064,10,6,4,0,1,0,3,0
28,0,137.5505103032035,9,20,3,1,0,0,0,0
180,0,114.3944591143526,8,10,4,3,1,0,0,0
26,0,100.79013532272089,5,22,3,1,0,0,0,0
2,0,79.0,2,13,4,1,0,3,0,0
99,0,93.09101562152568,3,25,4,2,1,0,0,0
358,0,94.55268993543609,9,16,4,2,2,0,0,0
9,0,76.29,11,27,4,3,2,3,0,0
47,0,135.3290764001654,5,21,4,2,0,0,2,0
217,1,163.3067391755345,8,24,4,1,1,0,3,0
152,1,120.7,7,6,4,3,1,0,3,0
10,0,107.11601847994282,3,11,4,2,0,0,3,0
10,0,79.0,2,2,4,3,1,3,0,0
63,0,167.13073167716055,4,10,4,4,2,0,4,0
132,0,105.80090040781728,6,5,4,3,0,0,0,0
49,0,98.86935659161193,3,24,4,2,0,0,0,0
20,0,156.32615200551675,6,6,4,1,0,0,2,0
5,0,169.0,8,15,4,1,0,0,0,0
70,0,204.52192988416078,4,5,4,4,2,0,5,0
73,0,85.41429688857241,9,18,3,2,1,2,0,0
2,0,80.43409587741421,2,4,4,1,1,3,0,0
232,0,91.06292254930223,8,29,4,5,1,0,0,0
11,0,139.18813830016742,5,30,4,3,0,2,0,0
174,1,112.89949777726467,5,25,4,2,1,0,0,0
171,1,114.50193373925998,8,10,3,4,0,0,2,0
176,0,150.45,9,1,4,3,0,0,3,0
335,0,77.53199621704664,9,21,4,2,0,0,0,0
3,0,79.74385450017597,8,21,3,3,2,0,0,0
6,0,112.59299263004799,2,28,4,2,2,0,2,0
256,1,115.0,6,15,3,2,0,1,0,0
239,0,159.3,9,29,4,2,0,0,3,0
146,0,76.33172377979058,7,15,3,4,1,0,0,0
282,0,111.1065752309961,9,22,3,1,1,0,2,0
1,0,66.54565432850423,9,17,2,1,0,0,0,0
173,0,94.06608173291043,8,13,4,1,2,2,0,0
5,0,125.04525087999183,8,28,4,1,0,3,0,0
13,1,140.0,10,29,4,1,0,0,0,0
145,0,202.5,10,21,4,1,1,1,3,0
151,1,111.20687447366817,7,10,4,2,0,0,0,0
186,0,68.62758002611791,4,24,4,2,1,0,0,0
188,1,90.74844415415453,6,7,4,4,0,0,2,0
64,0,110.47019421828986,4,18,4,3,0,0,3,0
12,0,97.1731843552864,5,29,4,2,1,0,0,0
83,0,158.58820675907108,5,25,4,2,2,0,5,0
34,0,160.2165367564125,7,14,4,1,1,0,3,0
12,0,98.8781670604843,9,30,4,2,1,2,0,0
133,0,105.36493514554466,5,5,4,2,0,0,0,0
104,0,93.790825065452,10,19,4,1,0,0,0,0
3,0,121.67090072466758,8,20,4,1,0,0,0,0
16,0,155.0546718668844,4,14,4,2,0,0,3,0
45,0,158.8613812078668,8,30,4,3,0,1,3,0
44,0,86.28291534050129,10,19,3,0,1,0,0,0
114,0,106.34506948025314,6,18,4,2,0,0,0,0
189,2,110.70775950671904,8,18,4,4,1,0,3,0
273,0,61.84256074561365,4,16,4,3,1,0,0,0
85,0,123.83173346964938,9,21,4,3,1,0,0,0
104,1,74.60867059416724,4,16,4,2,1,0,0,0
23,0,78.99950518970851,2,20,4,1,2,2,0,0
286,0,117.0,9,16,4,2,0,1,0,0
148,0,80.75,7,29,4,2,1,0,0,0
296,0,75.292905436986,5,11,3,2,0,0,0,0
54,0,94.5,7,18,4,2,1,3,0,0
216,0,80.75,8,11,4,2,1,3,0,0
8,0,148.98542188816558,3,22,4,1,1,0,0,0
244,2,95.668408876097,9,29,4,1,0,3,0,0
259,0,89.8913925976535,5,5,3,3,0,0,0,0
178,2,102.35753274829716,10,28,3,1,1,0,1,0
180,0,107.43295158900779,7,2,4,3,0,0,0,0
144,0,118.8,9,16,4,2,2,3,0,0
173,1,129.67398231461817,7,25,3,1,0,0,0,0
18,0,138.75434238311402,6,14,4,1,0,2,0,0
250,1,105.35218312929717,9,3,4,4,2,0,2,0
0,0,131.04871934166616,4,24,4,0,0,0,0,0
70,0,68.34665471540947,3,15,3,1,0,1,0,0
77,0,130.38125150760007,7,6,4,3,0,0,3,0
45,0,144.66764786617787,7,5,4,2,1,0,0,0
256,1,121.02201621075585,6,15,4,2,0,1,0,0
287,0,116.46040788421527,8,16,4,2,0,1,0,0
218,1,104.51216832048016,10,5,4,2,1,0,0,0
80,0,125.1,9,10,4,1,0,3,0,0
48,0,84.31334574115527,2,21,3,3,2,0,1,0
98,1,86.33998497265048,4,8,4,2,1,0,0,0
43,0,147.39853526861916,8,26,4,1,1,0,3,0
152,0,130.1256538435711,8,16,3,1,0,0,0,0
8,0,124.33240107361749,3,10,4,1,1,0,3,0
180,1,95.67094658484127,7,1,4,1,0,1,0,0
14,0,128.0133973879226,4,16,4,1,1,0,0,0
78,0,121.36281587763774,9,1,4,2,0,2,0,0
36,0,129.5768767402821,6,27,4,2,0,0,3,0
190,1,121.5,8,8,4,2,0,0,0,0
97,1,88.43003776741027,4,8,4,1,1,0,0,0
171,0,119.36491378765967,9,9,4,2,2,0,0,0
208,0,117.91599824291147,9,13,4,1,2,1,0,0
112,0,76.5,7,8,4,1,2,0,0,0
154,0,113.45406611319035,8,20,4,2,2,0,1,0
102,1,111.62508326248874,11,7,3,2,0,0,0,0
169,0,160.32417856336394,9,21,4,1,1,0,3,0
197,1,137.7,8,27,4,2,1,0,3,0
129,0,129.82533682306587,8,8,4,1,0,0,0,0
213,0,100.44069806343494,7,18,3,5,1,0,2,0
261,0,66.05367286655176,7,26,4,4,1,0,0,0
36,0,131.44305656480137,6,4,4,1,0,0,3,0
12,0,94.91398353774088,3,10,4,0,0,0,0,0
149,0,130.46978172752972,8,12,3,1,0,0,0,0
98,0,99.10964069574088,10,12,4,2,1,1,1,0
295,0,116.62751012340046,8,21,4,3,0,1,0,0
11,0,157.54396530859674,5,6,4,2,1,0,3,0
179,2,122.41704288780222,9,24,4,1,2,0,0,0
62,1,144.4402402474389,4,13,4,4,0,1,3,0
267,0,95.72917261189362,9,29,4,2,1,1,0,0
62,0,94.5,5,13,4,0,1,3,0,0
75,0,169.4282188077554,6,7,4,2,1,0,4,0
34,0,125.66160235099521,7,10,4,1,0,2,0,0
377,1,112.27052907750382,10,14,4,1,0,1,0,0
39,0,125.5590719675826,10,5,4,1,0,0,3,0
49,0,77.70280510145423,11,14,3,4,1,1,0,0
103,1,137.2316755530595,9,18,4,1,1,0,0,0
44,0,88.46405070802469,3,22,4,2,0,3,0,0
158,0,90.96436973772317,6,30,4,2,1,0,0,0
44,0,190.85561144638078,6,7,4,2,0,0,5,0
14,0,132.54045985564682,4,4,4,7,2,0,3,0
2,0,69.719248481501,7,15,3,1,2,0,0,0
86,0,54.848450947019316,7,10,4,4,1,0,0,0
123,0,76.5,7,13,4,0,1,0,0,0
91,0,118.32646601071141,7,14,4,2,1,0,2,0
151,0,200.56937604703268,6,25,4,0,0,0,3,0
33,0,60.97201361613679,1,24,2,1,0,0,0,0
169,1,137.7,8,11,4,2,0,0,3,0
13,0,86.80753602273212,3,8,4,3,1,1,0,0
164,0,99.88057277777928,8,2,3,2,0,0,0,0
33,0,193.6730314218299,7,8,4,2,0,0,1,0
124,0,115.20439619868726,7,20,4,3,2,0,3,0
322,1,112.52846173750858,5,17,4,3,0,1,0,0
3,0,95.29148800164872,5,13,3,1,0,1,0,0
70,0,157.44724952820056,5,27,4,2,1,0,4,0
67,0,85.31869633963741,3,19,4,1,2,3,0,0
167,1,105.3,8,5,4,1,0,0,0,0
96,0,126.9,5,7,4,1,0,0,0,0
38,0,75.68402281681126,2,21,4,1,0,0,0,0
29,0,91.34174090442856,8,29,4,2,0,3,0,0
